"ASSESSMENTYEAR","ECOREGION","GUILD","STOCKID","YEAR","METRIC","VALUE","valueMean","stockValue","guildValue","ecoValue"
2015,"Greater North Sea","pelagic","her-47d3",1987,"F",0.37,0.349970588235294,1.05723170014287,0.981911655471924,1.10044117174605
2015,"Greater North Sea","pelagic","her-47d3",1988,"F",0.359,0.349970588235294,1.02580048743592,0.806527087907825,1.16328096116836
2015,"Greater North Sea","pelagic","her-47d3",1989,"F",0.344,0.349970588235294,0.982939742835532,0.850061025368278,1.20940512958239
2015,"Greater North Sea","pelagic","her-47d3",1990,"F",0.293,0.349970588235294,0.837213211194218,1.31029522488918,1.24675411657936
2015,"Greater North Sea","pelagic","her-47d3",1991,"F",0.321,0.349970588235294,0.917219934448273,1.06037056270896,1.15814431864349
2015,"Greater North Sea","pelagic","her-47d3",1992,"F",0.363,0.349970588235294,1.03723001932936,1.14040110018985,1.15737207120475
2015,"Greater North Sea","pelagic","her-47d3",1993,"F",0.417,0.349970588235294,1.19152869989075,1.40140715896826,1.17775606660019
2015,"Greater North Sea","pelagic","her-47d3",1994,"F",0.429,0.349970588235294,1.22581729557106,1.40376475996921,1.17740240454038
2015,"Greater North Sea","pelagic","her-47d3",1995,"F",0.372,0.349970588235294,1.06294646608959,1.13194327872201,1.13527413895298
2015,"Greater North Sea","pelagic","her-47d3",1996,"F",0.219,0.349970588235294,0.625766871165644,0.656101062285381,1.04766808515795
2015,"Greater North Sea","pelagic","her-47d3",1997,"F",0.194,0.349970588235294,0.554332296831667,0.707770376940302,1.09292198926656
2015,"Greater North Sea","pelagic","her-47d3",1998,"F",0.216,0.349970588235294,0.617194722245567,0.762264177358578,1.07870449305411
2015,"Greater North Sea","pelagic","her-47d3",1999,"F",0.204,0.349970588235294,0.582906126565258,0.802547494113856,1.19916098193889
2015,"Greater North Sea","pelagic","her-47d3",2000,"F",0.206,0.349970588235294,0.588620892511976,0.816538620939773,1.19388732448541
2015,"Greater North Sea","pelagic","her-47d3",2001,"F",0.181,0.349970588235294,0.517186318177998,0.769639627254128,1.19486325933629
2015,"Greater North Sea","pelagic","her-47d3",2002,"F",0.17,0.349970588235294,0.485755105471048,0.949546299695224,1.08622986740806
2015,"Greater North Sea","pelagic","her-47d3",2003,"F",0.195,0.349970588235294,0.557189679805026,0.689213667906273,0.941634552753946
2015,"Greater North Sea","pelagic","her-47d3",2004,"F",0.238,0.349970588235294,0.680057147659467,0.933519483320661,1.00475258763089
2015,"Greater North Sea","pelagic","her-47d3",2005,"F",0.254,0.349970588235294,0.725775275233213,0.55647105679577,0.821378229303483
2015,"Greater North Sea","pelagic","her-47d3",2006,"F",0.225,0.349970588235294,0.642911169005799,0.715793025579351,0.9349815368428
2015,"Greater North Sea","pelagic","her-47d3",2007,"F",0.194,0.349970588235294,0.554332296831667,0.676541526908118,0.836254643755807
2015,"Greater North Sea","pelagic","her-47d3",2008,"F",0.127,0.349970588235294,0.362887637616606,0.485073666240535,0.759461185537951
2015,"Greater North Sea","pelagic","her-47d3",2009,"F",0.075,0.349970588235294,0.214303723001933,0.499221330438231,0.80769264377707
2015,"Greater North Sea","pelagic","her-47d3",2010,"F",0.079,0.349970588235294,0.225733254895369,0.532575504138407,0.748101809204418
2015,"Greater North Sea","pelagic","her-47d3",2011,"F",0.101,0.349970588235294,0.28859568030927,0.326931725313579,0.703022283690032
2015,"Greater North Sea","pelagic","her-47d3",2012,"F",0.159,0.349970588235294,0.454323892764098,0.57176368522274,0.668649194854528
2015,"Greater North Sea","pelagic","her-47d3",2013,"F",0.194,0.349970588235294,0.554332296831667,0.580003245213542,0.656826137732816
2015,"Greater North Sea","pelagic","her-47d3",2014,"F",0.203,0.349970588235294,0.580048743591899,0.550673504172624,0.673620526042356
2015,"Celtic Seas","pelagic","her-67bc",1957,"F",0.14,0.177034482758621,0.790806388780678,0.790806388780678,0.790806388780678
2015,"Celtic Seas","pelagic","her-67bc",1958,"F",0.184,0.177034482758621,1.03934553954032,0.754259355718861,0.754259355718861
2015,"Celtic Seas","pelagic","her-67bc",1959,"F",0.18,0.177034482758621,1.01675107128944,0.700585189938174,0.700585189938174
2015,"Celtic Seas","pelagic","her-67bc",1960,"F",0.133,0.177034482758621,0.751266069341644,0.581463845567747,0.581463845567747
2015,"Celtic Seas","pelagic","her-67bc",1961,"F",0.099,0.177034482758621,0.559213089209194,0.587556693601622,0.587556693601622
2015,"Celtic Seas","pelagic","her-67bc",1962,"F",0.133,0.177034482758621,0.751266069341644,0.716703145179454,0.716703145179454
2015,"Celtic Seas","pelagic","her-67bc",1963,"F",0.101,0.177034482758621,0.570510323334632,0.626375982347674,0.626375982347674
2015,"Celtic Seas","pelagic","her-67bc",1964,"F",0.098,0.177034482758621,0.553564472146475,0.540857673527378,0.540857673527378
2015,"Celtic Seas","pelagic","her-67bc",1965,"F",0.107,0.177034482758621,0.604402025710947,0.613491115093146,0.613491115093146
2015,"Celtic Seas","pelagic","her-67bc",1966,"F",0.149,0.177034482758621,0.84164394234515,0.725870784269186,0.725870784269186
2015,"Celtic Seas","pelagic","her-67bc",1967,"F",0.141,0.177034482758621,0.796455005843397,0.741434602707259,0.741434602707259
2015,"Celtic Seas","pelagic","her-67bc",1968,"F",0.118,0.177034482758621,0.666536813400857,0.716159797860142,0.716159797860142
2015,"Celtic Seas","pelagic","her-67bc",1969,"F",0.165,0.177034482758621,0.932021815348656,0.960391571909001,0.850886899270734
2015,"Celtic Seas","pelagic","her-67bc",1970,"F",0.238,0.177034482758621,1.34437086092715,1.11261257241801,0.960306253158879
2015,"Celtic Seas","pelagic","her-67bc",1971,"F",0.391,0.177034482758621,2.20860927152318,1.55480171540254,1.15561132440824
2015,"Celtic Seas","pelagic","her-67bc",1972,"F",0.274,0.177034482758621,1.54772107518504,1.48780033757962,1.06351265480265
2015,"Celtic Seas","pelagic","her-67bc",1973,"F",0.365,0.177034482758621,2.06174522789248,1.64198628452899,1.12663510741584
2015,"Celtic Seas","pelagic","her-67bc",1974,"F",0.493,0.177034482758621,2.78476821192053,1.94326324485463,1.22401447058147
2015,"Celtic Seas","pelagic","her-67bc",1975,"F",0.485,0.177034482758621,2.73957927541878,1.99332331813099,1.26542988715724
2015,"Celtic Seas","pelagic","her-67bc",1976,"F",0.479,0.177034482758621,2.70568757304246,1.88411939352416,1.29099834019191
2015,"Celtic Seas","pelagic","her-67bc",1977,"F",0.292,0.177034482758621,1.64939618231399,1.41205415467008,0.959598998621644
2015,"Celtic Seas","pelagic","her-67bc",1978,"F",0.2,0.177034482758621,1.12972341254383,1.17595207263402,0.86145544616799
2015,"Celtic Seas","pelagic","her-67bc",1979,"F",0.111,0.177034482758621,0.626996493961823,1.13339515395745,0.96697930775413
2015,"Celtic Seas","pelagic","her-67bc",1980,"F",0.131,0.177034482758621,0.739968835216206,1.24669814456985,1.10024183765196
2015,"Celtic Seas","pelagic","her-67bc",1981,"F",0.245,0.177034482758621,1.38391118036619,1.68082281365735,1.13670867376674
2015,"Celtic Seas","pelagic","her-67bc",1982,"F",0.33,0.177034482758621,1.86404363069731,1.3807498839371,1.0456253048196
2015,"Celtic Seas","pelagic","her-67bc",1983,"F",0.348,0.177034482758621,1.96571873782626,1.47476166288002,1.19664783326304
2015,"Celtic Seas","pelagic","her-67bc",1984,"F",0.232,0.177034482758621,1.31047915855084,1.16254712354605,1.00173489115725
2015,"Celtic Seas","pelagic","her-67bc",1985,"F",0.196,0.177034482758621,1.10712894429295,0.972250790282053,0.966735433520019
2015,"Celtic Seas","pelagic","her-67bc",1986,"F",0.224,0.177034482758621,1.26529022204908,1.07880442842682,1.01578586232474
2015,"Celtic Seas","pelagic","her-67bc",1987,"F",0.252,0.177034482758621,1.42345149980522,1.1657967013577,1.18699835121218
2015,"Celtic Seas","pelagic","her-67bc",1988,"F",0.175,0.177034482758621,0.988507985975847,0.893127445916203,1.06517676665286
2015,"Celtic Seas","pelagic","her-67bc",1989,"F",0.145,0.177034482758621,0.819049474094273,0.869907017449666,1.10993593214944
2015,"Celtic Seas","pelagic","her-67bc",1990,"F",0.169,0.177034482758621,0.954616283599533,0.876754920549051,1.11907109149671
2015,"Celtic Seas","pelagic","her-67bc",1991,"F",0.14,0.177034482758621,0.790806388780678,0.943685994649864,1.0964144813863
2015,"Celtic Seas","pelagic","her-67bc",1992,"F",0.132,0.177034482758621,0.745617452278925,1.05744461795836,1.01171849936159
2015,"Celtic Seas","pelagic","her-67bc",1993,"F",0.14,0.177034482758621,0.790806388780678,0.901503052395113,1.07529954697461
2015,"Celtic Seas","pelagic","her-67bc",1994,"F",0.131,0.177034482758621,0.739968835216206,0.888917371697902,1.00265729971086
2015,"Celtic Seas","pelagic","her-67bc",1995,"F",0.14,0.177034482758621,0.790806388780678,0.982512001553478,1.15716054886904
2015,"Celtic Seas","pelagic","her-67bc",1996,"F",0.163,0.177034482758621,0.920724581223218,0.961664960593211,1.06428955777802
2015,"Celtic Seas","pelagic","her-67bc",1997,"F",0.221,0.177034482758621,1.24834437086093,1.22325426489928,1.17546343601702
2015,"Celtic Seas","pelagic","her-67bc",1998,"F",0.232,0.177034482758621,1.31047915855084,1.31722728568658,1.18883517377519
2015,"Celtic Seas","pelagic","her-67bc",1999,"F",0.135,0.177034482758621,0.762563303467082,1.29921796181682,1.29946738257594
2015,"Celtic Seas","pelagic","her-67bc",2000,"F",0.108,0.177034482758621,0.610050642773666,1.23669971985543,1.14092009887157
2015,"Celtic Seas","pelagic","her-67bc",2001,"F",0.099,0.177034482758621,0.559213089209194,1.18163437337931,1.08102996549305
2015,"Celtic Seas","pelagic","her-67bc",2002,"F",0.113,0.177034482758621,0.638293728087261,0.843006360128077,1.0430184490283
2015,"Celtic Seas","pelagic","her-67bc",2003,"F",0.088,0.177034482758621,0.497078301519283,0.947538431718546,0.992547504057632
2015,"Celtic Seas","pelagic","her-67bc",2004,"F",0.081,0.177034482758621,0.457537982080249,0.970002446613053,0.954681676005506
2015,"Celtic Seas","pelagic","her-67bc",2005,"F",0.063,0.177034482758621,0.355862874951305,0.838240211604377,1.01427259415859
2015,"Celtic Seas","pelagic","her-67bc",2006,"F",0.096,0.177034482758621,0.542267238021036,0.661805317010387,0.930538869053293
2015,"Celtic Seas","pelagic","her-67bc",2007,"F",0.101,0.177034482758621,0.570510323334632,0.58055086006445,1.16535741196089
2015,"Celtic Seas","pelagic","her-67bc",2008,"F",0.072,0.177034482758621,0.406700428515777,0.458900685543331,0.999581624791889
2015,"Celtic Seas","pelagic","her-67bc",2009,"F",0.077,0.177034482758621,0.434943513829373,0.45083820750172,0.829421024528537
2015,"Celtic Seas","pelagic","her-67bc",2010,"F",0.09,0.177034482758621,0.508375535644721,0.479905865847305,0.777874654561827
2015,"Celtic Seas","pelagic","her-67bc",2011,"F",0.076,0.177034482758621,0.429294896766654,0.470698220462693,0.707387127783981
2015,"Celtic Seas","pelagic","her-67bc",2012,"F",0.068,0.177034482758621,0.384105960264901,0.544652280729971,0.902696021236402
2015,"Celtic Seas","pelagic","her-67bc",2013,"F",0.086,0.177034482758621,0.485781067393845,0.52210798384059,0.805092029864063
2015,"Celtic Seas","pelagic","her-67bc",2014,"F",0.093,0.177034482758621,0.525321386832879,0.579813253939525,0.784788294472452
2015,"Celtic Seas","pelagic","her-irls",1958,"F",0.155,0.330368421052632,0.469173171897403,0.754259355718861,0.754259355718861
2015,"Celtic Seas","pelagic","her-irls",1959,"F",0.127,0.330368421052632,0.384419308586905,0.700585189938174,0.700585189938174
2015,"Celtic Seas","pelagic","her-irls",1960,"F",0.136,0.330368421052632,0.411661621793851,0.581463845567747,0.581463845567747
2015,"Celtic Seas","pelagic","her-irls",1961,"F",0.125,0.330368421052632,0.378365461207583,0.587556693601622,0.587556693601622
2015,"Celtic Seas","pelagic","her-irls",1962,"F",0.2,0.330368421052632,0.605384737932133,0.716703145179454,0.716703145179454
2015,"Celtic Seas","pelagic","her-irls",1963,"F",0.158,0.330368421052632,0.478253942966385,0.626375982347674,0.626375982347674
2015,"Celtic Seas","pelagic","her-irls",1964,"F",0.098,0.330368421052632,0.296638521586745,0.540857673527378,0.540857673527378
2015,"Celtic Seas","pelagic","her-irls",1965,"F",0.141,0.330368421052632,0.426796240242154,0.613491115093146,0.613491115093146
2015,"Celtic Seas","pelagic","her-irls",1966,"F",0.201,0.330368421052632,0.608411661621794,0.725870784269186,0.725870784269186
2015,"Celtic Seas","pelagic","her-irls",1967,"F",0.227,0.330368421052632,0.687111677552971,0.741434602707259,0.741434602707259
2015,"Celtic Seas","pelagic","her-irls",1968,"F",0.244,0.330368421052632,0.738569380277202,0.716159797860142,0.716159797860142
2015,"Celtic Seas","pelagic","her-irls",1969,"F",0.367,0.330368421052632,1.11088099410546,0.960391571909001,0.850886899270734
2015,"Celtic Seas","pelagic","her-irls",1970,"F",0.332,0.330368421052632,1.00493866496734,1.11261257241801,0.960306253158879
2015,"Celtic Seas","pelagic","her-irls",1971,"F",0.456,0.330368421052632,1.38027720248526,1.55480171540254,1.15561132440824
2015,"Celtic Seas","pelagic","her-irls",1972,"F",0.567,0.330368421052632,1.7162657320376,1.48780033757962,1.06351265480265
2015,"Celtic Seas","pelagic","her-irls",1973,"F",0.523,0.330368421052632,1.58308108969253,1.64198628452899,1.12663510741584
2015,"Celtic Seas","pelagic","her-irls",1974,"F",0.5,0.330368421052632,1.51346184483033,1.94326324485463,1.22401447058147
2015,"Celtic Seas","pelagic","her-irls",1975,"F",0.521,0.330368421052632,1.57702724231321,1.99332331813099,1.26542988715724
2015,"Celtic Seas","pelagic","her-irls",1976,"F",0.39,0.330368421052632,1.18050023896766,1.88411939352416,1.29099834019191
2015,"Celtic Seas","pelagic","her-irls",1977,"F",0.292,0.330368421052632,0.883861717380914,1.41205415467008,0.959598998621644
2015,"Celtic Seas","pelagic","her-irls",1978,"F",0.268,0.330368421052632,0.811215548829058,1.17595207263402,0.86145544616799
2015,"Celtic Seas","pelagic","her-irls",1979,"F",0.425,0.330368421052632,1.28644256810578,1.13339515395745,0.96697930775413
2015,"Celtic Seas","pelagic","her-irls",1980,"F",0.547,0.330368421052632,1.65572725824438,1.24669814456985,1.10024183765196
2015,"Celtic Seas","pelagic","her-irls",1981,"F",0.849,0.330368421052632,2.56985821252191,1.68082281365735,1.13670867376674
2015,"Celtic Seas","pelagic","her-irls",1982,"F",0.467,0.330368421052632,1.41357336307153,1.3807498839371,1.0456253048196
2015,"Celtic Seas","pelagic","her-irls",1983,"F",0.571,0.330368421052632,1.72837342679624,1.47476166288002,1.19664783326304
2015,"Celtic Seas","pelagic","her-irls",1984,"F",0.485,0.330368421052632,1.46805798948542,1.16254712354605,1.00173489115725
2015,"Celtic Seas","pelagic","her-irls",1985,"F",0.327,0.330368421052632,0.989804046519038,0.972250790282053,0.966735433520019
2015,"Celtic Seas","pelagic","her-irls",1986,"F",0.376,0.330368421052632,1.13812330731241,1.07880442842682,1.01578586232474
2015,"Celtic Seas","pelagic","her-irls",1987,"F",0.403,0.330368421052632,1.21985024693325,1.1657967013577,1.18699835121218
2015,"Celtic Seas","pelagic","her-irls",1988,"F",0.239,0.330368421052632,0.723434761828899,0.893127445916203,1.06517676665286
2015,"Celtic Seas","pelagic","her-irls",1989,"F",0.292,0.330368421052632,0.883861717380914,0.869907017449666,1.10993593214944
2015,"Celtic Seas","pelagic","her-irls",1990,"F",0.254,0.330368421052632,0.768838617173809,0.876754920549051,1.11907109149671
2015,"Celtic Seas","pelagic","her-irls",1991,"F",0.391,0.330368421052632,1.18352716265732,0.943685994649864,1.0964144813863
2015,"Celtic Seas","pelagic","her-irls",1992,"F",0.503,0.330368421052632,1.52254261589931,1.05744461795836,1.01171849936159
2015,"Celtic Seas","pelagic","her-irls",1993,"F",0.337,0.330368421052632,1.02007328341564,0.901503052395113,1.07529954697461
2015,"Celtic Seas","pelagic","her-irls",1994,"F",0.33,0.330368421052632,0.99888481758802,0.888917371697902,1.00265729971086
2015,"Celtic Seas","pelagic","her-irls",1995,"F",0.399,0.330368421052632,1.20774255217461,0.982512001553478,1.15716054886904
2015,"Celtic Seas","pelagic","her-irls",1996,"F",0.318,0.330368421052632,0.962561733312092,0.961664960593211,1.06428955777802
2015,"Celtic Seas","pelagic","her-irls",1997,"F",0.422,0.330368421052632,1.2773617970368,1.22325426489928,1.17546343601702
2015,"Celtic Seas","pelagic","her-irls",1998,"F",0.465,0.330368421052632,1.40751951569221,1.31722728568658,1.18883517377519
2015,"Celtic Seas","pelagic","her-irls",1999,"F",0.663,0.330368421052632,2.00685040624502,1.29921796181682,1.29946738257594
2015,"Celtic Seas","pelagic","her-irls",2000,"F",0.688,0.330368421052632,2.08252349848654,1.23669971985543,1.14092009887157
2015,"Celtic Seas","pelagic","her-irls",2001,"F",0.591,0.330368421052632,1.78891190058945,1.18163437337931,1.08102996549305
2015,"Celtic Seas","pelagic","her-irls",2002,"F",0.231,0.330368421052632,0.699219372311614,0.843006360128077,1.0430184490283
2015,"Celtic Seas","pelagic","her-irls",2003,"F",0.356,0.330368421052632,1.0775848335192,0.947538431718546,0.992547504057632
2015,"Celtic Seas","pelagic","her-irls",2004,"F",0.434,0.330368421052632,1.31368488131273,0.970002446613053,0.954681676005506
2015,"Celtic Seas","pelagic","her-irls",2005,"F",0.337,0.330368421052632,1.02007328341564,0.838240211604377,1.01427259415859
2015,"Celtic Seas","pelagic","her-irls",2006,"F",0.138,0.330368421052632,0.417715469173172,0.661805317010387,0.930538869053293
2015,"Celtic Seas","pelagic","her-irls",2007,"F",0.13,0.330368421052632,0.393500079655887,0.58055086006445,1.16535741196089
2015,"Celtic Seas","pelagic","her-irls",2008,"F",0.074,0.330368421052632,0.223992353034889,0.458900685543331,0.999581624791889
2015,"Celtic Seas","pelagic","her-irls",2009,"F",0.068,0.330368421052632,0.205830810896925,0.45083820750172,0.829421024528537
2015,"Celtic Seas","pelagic","her-irls",2010,"F",0.083,0.330368421052632,0.251234666241835,0.479905865847305,0.777874654561827
2015,"Celtic Seas","pelagic","her-irls",2011,"F",0.1,0.330368421052632,0.302692368966067,0.470698220462693,0.707387127783981
2015,"Celtic Seas","pelagic","her-irls",2012,"F",0.183,0.330368421052632,0.553927035207902,0.544652280729971,0.902696021236402
2015,"Celtic Seas","pelagic","her-irls",2013,"F",0.141,0.330368421052632,0.426796240242154,0.52210798384059,0.805092029864063
2015,"Celtic Seas","pelagic","her-irls",2014,"F",0.186,0.330368421052632,0.563007806276884,0.579813253939525,0.784788294472452
2015,"Celtic Seas","pelagic","her-nirs",1961,"F",0.313,0.379351851851852,0.825091530388089,0.587556693601622,0.587556693601622
2015,"Celtic Seas","pelagic","her-nirs",1962,"F",0.301,0.379351851851852,0.793458628264584,0.716703145179454,0.716703145179454
2015,"Celtic Seas","pelagic","her-nirs",1963,"F",0.315,0.379351851851852,0.830363680742006,0.626375982347674,0.626375982347674
2015,"Celtic Seas","pelagic","her-nirs",1964,"F",0.293,0.379351851851852,0.772370026848914,0.540857673527378,0.540857673527378
2015,"Celtic Seas","pelagic","her-nirs",1965,"F",0.307,0.379351851851852,0.809275079326336,0.613491115093146,0.613491115093146
2015,"Celtic Seas","pelagic","her-nirs",1966,"F",0.276,0.379351851851852,0.727556748840615,0.725870784269186,0.725870784269186
2015,"Celtic Seas","pelagic","her-nirs",1967,"F",0.281,0.379351851851852,0.740737124725409,0.741434602707259,0.741434602707259
2015,"Celtic Seas","pelagic","her-nirs",1968,"F",0.282,0.379351851851852,0.743373199902368,0.716159797860142,0.716159797860142
2015,"Celtic Seas","pelagic","her-nirs",1969,"F",0.318,0.379351851851852,0.838271906272883,0.960391571909001,0.850886899270734
2015,"Celtic Seas","pelagic","her-nirs",1970,"F",0.375,0.379351851851852,0.988528191359531,1.11261257241801,0.960306253158879
2015,"Celtic Seas","pelagic","her-nirs",1971,"F",0.408,0.379351851851852,1.07551867219917,1.55480171540254,1.15561132440824
2015,"Celtic Seas","pelagic","her-nirs",1972,"F",0.455,0.379351851851852,1.19941420551623,1.48780033757962,1.06351265480265
2015,"Celtic Seas","pelagic","her-nirs",1973,"F",0.486,0.379351851851852,1.28113253600195,1.64198628452899,1.12663510741584
2015,"Celtic Seas","pelagic","her-nirs",1974,"F",0.581,0.379351851851852,1.53155967781303,1.94326324485463,1.22401447058147
2015,"Celtic Seas","pelagic","her-nirs",1975,"F",0.631,0.379351851851852,1.66336343666097,1.99332331813099,1.26542988715724
2015,"Celtic Seas","pelagic","her-nirs",1976,"F",0.67,0.379351851851852,1.76617036856236,1.88411939352416,1.29099834019191
2015,"Celtic Seas","pelagic","her-nirs",1977,"F",0.646,0.379351851851852,1.70290456431535,1.41205415467008,0.959598998621644
2015,"Celtic Seas","pelagic","her-nirs",1978,"F",0.602,0.379351851851852,1.58691725652917,1.17595207263402,0.86145544616799
2015,"Celtic Seas","pelagic","her-nirs",1979,"F",0.564,0.379351851851852,1.48674639980474,1.13339515395745,0.96697930775413
2015,"Celtic Seas","pelagic","her-nirs",1980,"F",0.51,0.379351851851852,1.34439834024896,1.24669814456985,1.10024183765196
2015,"Celtic Seas","pelagic","her-nirs",1981,"F",0.413,0.379351851851852,1.08869904808396,1.68082281365735,1.13670867376674
2015,"Celtic Seas","pelagic","her-nirs",1982,"F",0.328,0.379351851851852,0.86463265804247,1.3807498839371,1.0456253048196
2015,"Celtic Seas","pelagic","her-nirs",1983,"F",0.277,0.379351851851852,0.730192824017574,1.47476166288002,1.19664783326304
2015,"Celtic Seas","pelagic","her-nirs",1984,"F",0.269,0.379351851851852,0.709104222601904,1.16254712354605,1.00173489115725
2015,"Celtic Seas","pelagic","her-nirs",1985,"F",0.311,0.379351851851852,0.819819380034171,0.972250790282053,0.966735433520019
2015,"Celtic Seas","pelagic","her-nirs",1986,"F",0.316,0.379351851851852,0.832999755918965,1.07880442842682,1.01578586232474
2015,"Celtic Seas","pelagic","her-nirs",1987,"F",0.324,0.379351851851852,0.854088357334635,1.1657967013577,1.18699835121218
2015,"Celtic Seas","pelagic","her-nirs",1988,"F",0.367,0.379351851851852,0.967439589943861,0.893127445916203,1.06517676665286
2015,"Celtic Seas","pelagic","her-nirs",1989,"F",0.344,0.379351851851852,0.90680986087381,0.869907017449666,1.10993593214944
2015,"Celtic Seas","pelagic","her-nirs",1990,"F",0.344,0.379351851851852,0.90680986087381,0.876754920549051,1.11907109149671
2015,"Celtic Seas","pelagic","her-nirs",1991,"F",0.325,0.379351851851852,0.856724432511594,0.943685994649864,1.0964144813863
2015,"Celtic Seas","pelagic","her-nirs",1992,"F",0.343,0.379351851851852,0.904173785696851,1.05744461795836,1.01171849936159
2015,"Celtic Seas","pelagic","her-nirs",1993,"F",0.339,0.379351851851852,0.893629484989017,0.901503052395113,1.07529954697461
2015,"Celtic Seas","pelagic","her-nirs",1994,"F",0.352,0.379351851851852,0.92789846228948,0.888917371697902,1.00265729971086
2015,"Celtic Seas","pelagic","her-nirs",1995,"F",0.36,0.379351851851852,0.94898706370515,0.982512001553478,1.15716054886904
2015,"Celtic Seas","pelagic","her-nirs",1996,"F",0.38,0.379351851851852,1.00170856724433,0.961664960593211,1.06428955777802
2015,"Celtic Seas","pelagic","her-nirs",1997,"F",0.434,0.379351851851852,1.1440566268001,1.22325426489928,1.17546343601702
2015,"Celtic Seas","pelagic","her-nirs",1998,"F",0.468,0.379351851851852,1.2336831828167,1.31722728568658,1.18883517377519
2015,"Celtic Seas","pelagic","her-nirs",1999,"F",0.428,0.379351851851852,1.12824017573835,1.29921796181682,1.29946738257594
2015,"Celtic Seas","pelagic","her-nirs",2000,"F",0.386,0.379351851851852,1.01752501830608,1.23669971985543,1.14092009887157
2015,"Celtic Seas","pelagic","her-nirs",2001,"F",0.454,0.379351851851852,1.19677813033927,1.18163437337931,1.08102996549305
2015,"Celtic Seas","pelagic","her-nirs",2002,"F",0.452,0.379351851851852,1.19150597998536,0.843006360128077,1.0430184490283
2015,"Celtic Seas","pelagic","her-nirs",2003,"F",0.481,0.379351851851852,1.26795216011716,0.947538431718546,0.992547504057632
2015,"Celtic Seas","pelagic","her-nirs",2004,"F",0.432,0.379351851851852,1.13878447644618,0.970002446613053,0.954681676005506
2015,"Celtic Seas","pelagic","her-nirs",2005,"F",0.432,0.379351851851852,1.13878447644618,0.838240211604377,1.01427259415859
2015,"Celtic Seas","pelagic","her-nirs",2006,"F",0.389,0.379351851851852,1.02543324383695,0.661805317010387,0.930538869053293
2015,"Celtic Seas","pelagic","her-nirs",2007,"F",0.295,0.379351851851852,0.777642177202831,0.58055086006445,1.16535741196089
2015,"Celtic Seas","pelagic","her-nirs",2008,"F",0.283,0.379351851851852,0.746009275079326,0.458900685543331,0.999581624791889
2015,"Celtic Seas","pelagic","her-nirs",2009,"F",0.27,0.379351851851852,0.711740297778863,0.45083820750172,0.829421024528537
2015,"Celtic Seas","pelagic","her-nirs",2010,"F",0.258,0.379351851851852,0.680107395655358,0.479905865847305,0.777874654561827
2015,"Celtic Seas","pelagic","her-nirs",2011,"F",0.258,0.379351851851852,0.680107395655358,0.470698220462693,0.707387127783981
2015,"Celtic Seas","pelagic","her-nirs",2012,"F",0.264,0.379351851851852,0.69592384671711,0.544652280729971,0.902696021236402
2015,"Celtic Seas","pelagic","her-nirs",2013,"F",0.248,0.379351851851852,0.65374664388577,0.52210798384059,0.805092029864063
2015,"Celtic Seas","pelagic","her-nirs",2014,"F",0.247,0.379351851851852,0.651110568708811,0.579813253939525,0.784788294472452
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1988,"F",0.049,0.144740740740741,0.338536335721597,0.483987036406915,0.882664863149077
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1989,"F",0.031,0.144740740740741,0.21417604912999,0.482169324972106,0.951892137052823
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1990,"F",0.022,0.144740740740741,0.151995905834186,0.595132029750669,0.995289294418278
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1991,"F",0.024,0.144740740740741,0.165813715455476,0.673382572429885,0.903546957105459
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1992,"F",0.028,0.144740740740741,0.193449334698055,0.760349492020263,0.947031965312442
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1993,"F",0.065,0.144740740740741,0.449078812691914,0.829260662746297,0.996935983572921
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1994,"F",0.133,0.144740740740741,0.918884339815763,1.04375199084557,1.09163859266714
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1995,"F",0.235,0.144740740740741,1.62359263050154,1.43941005958316,1.27439762681833
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1996,"F",0.202,0.144740740740741,1.39559877175026,1.19835555283832,1.14056652489347
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1997,"F",0.19,0.144740740740741,1.31269191402252,1.61168123109205,1.33434817820591
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1998,"F",0.161,0.144740740740741,1.11233367451382,1.42514884564679,1.28714727451371
2015,"Widely distributed and migratory stocks","pelagic","her-noss",1999,"F",0.198,0.144740740740741,1.36796315250768,1.62129285958418,1.36959131297889
2015,"Widely distributed and migratory stocks","pelagic","her-noss",2000,"F",0.231,0.144740740740741,1.59595701125896,1.39892645602572,1.2803701837758
2015,"Widely distributed and migratory stocks","pelagic","her-noss",2001,"F",0.196,0.144740740740741,1.35414534288639,1.44691928587511,1.26290900664527
2015,"Widely distributed and migratory stocks","pelagic","her-noss",2002,"F",0.216,0.144740740740741,1.49232343909928,1.36446793007113,1.22869595994379
2015,"Widely distributed and migratory stocks","pelagic","her-noss",2003,"F",0.15,0.144740740740741,1.03633572159672,1.00459265786247,1.03211000319738
